ram_gb,ssd,hdd,display_size,price,Marca,Marca del Procesador,Modelo del Procesador,Sistema Operativo
16,512,0,14.0,59999.0,hp,amd,ryzen 5,windows
8,512,0,15.6,64990.0,hp,amd,ryzen 5,windows
4,1024,0,16.0,81978.0,lenovo,amd,ryzen 5,windows
8,256,1024,15.6,49490.0,dell,amd,ryzen 5,windows
8,256,1024,15.6,54990.0,asus,amd,ryzen 5,windows
8,256,1024,15.6,68500.0,lenovo,amd,ryzen 5,windows
8,256,1024,15.6,63990.0,lenovo,amd,ryzen 5,windows
16,512,0,17.3,76990.0,asus,amd,ryzen 7,windows
16,512,0,14.0,79990.0,asus,amd,ryzen 7,windows
8,512,0,15.6,71990.0,asus,amd,ryzen 7,windows
16,512,0,15.6,99990.0,lenovo,amd,ryzen 7,windows
16,512,0,15.6,93990.0,dell,amd,ryzen 7,windows
16,512,0,17.3,82990.0,asus,amd,ryzen 7,windows
4,512,0,16.0,106990.0,asus,amd,ryzen 7,windows
4,512,0,16.0,92990.0,asus,amd,ryzen 7,windows
4,512,0,16.0,81490.0,lenovo,intel,ryzen 7,windows
4,512,0,16.0,56990.0,asus,amd,ryzen 7,windows
4,512,0,16.0,84988.0,lenovo,amd,ryzen 7,windows
4,512,0,16.0,90990.0,hp,amd,ryzen 7,windows
4,512,0,16.0,78990.0,lenovo,amd,ryzen 7,windows
4,512,0,16.0,111990.0,asus,amd,ryzen 7,windows
4,512,0,16.0,109000.0,hp,amd,ryzen 7,windows
4,512,0,16.0,89990.0,dell,amd,ryzen 7,windows
4,512,0,16.0,78988.0,lenovo,amd,ryzen 7,windows
4,512,0,16.0,73138.0,lenovo,amd,ryzen 7,windows
4,512,0,16.0,106990.0,lenovo,amd,ryzen 7,windows
4,512,0,16.0,89570.0,dell,amd,ryzen 7,windows
16,512,0,14.0,73400.0,lenovo,amd,ryzen 7,windows
16,512,0,14.0,79990.0,hp,amd,ryzen 7,windows
16,512,0,15.6,84990.0,hp,amd,ryzen 7,windows
16,1024,0,15.6,99990.0,msi,amd,ryzen 7,windows
8,1024,0,14.0,72990.0,asus,amd,ryzen 7,windows
16,1024,0,13.3,92990.0,hp,amd,ryzen 7,windows
16,1024,0,13.3,84190.0,hp,amd,ryzen 7,windows
16,1024,0,14.0,112990.0,asus,amd,ryzen 7,windows
4,1024,0,16.0,114990.0,asus,amd,ryzen 7,windows
4,1024,0,16.0,99990.0,acer,amd,ryzen 7,windows
4,1024,0,16.0,130990.0,lenovo,amd,ryzen 7,windows
4,1024,0,16.0,99990.0,asus,amd,ryzen 7,windows
4,1024,0,16.0,112990.0,asus,amd,ryzen 7,windows
4,1024,0,16.0,77988.0,lenovo,amd,ryzen 7,windows
16,1024,0,13.3,84970.0,asus,amd,ryzen 7,windows
16,256,1024,15.6,75990.0,hp,amd,ryzen 7,windows
16,256,1024,15.6,89990.0,acer,amd,ryzen 7,windows
16,256,1024,15.6,81990.0,acer,amd,ryzen 7,windows
4,512,1024,16.0,80490.0,lenovo,amd,ryzen 7,windows
16,1024,0,15.6,135990.0,asus,amd,ryzen 9,windows
16,1024,0,15.6,114990.0,asus,amd,ryzen 9,windows
16,1024,0,15.6,129990.0,asus,amd,ryzen 9,windows
16,1024,0,13.4,114990.0,asus,amd,ryzen 9,windows
4,1024,0,16.0,146990.0,msi,amd,ryzen 9,windows
4,1024,0,16.0,104990.0,asus,amd,ryzen 9,windows
4,1024,0,16.0,114990.0,asus,amd,ryzen 9,windows
4,1024,0,16.0,124990.0,asus,amd,ryzen 9,windows
4,1024,0,16.0,134990.0,asus,amd,ryzen 9,windows
4,1024,0,16.0,141990.0,hp,amd,ryzen 9,windows
4,1024,0,16.0,129990.0,asus,amd,ryzen 9,windows
4,1024,0,16.0,121990.0,asus,amd,ryzen 9,windows
4,1024,0,16.0,141990.0,asus,amd,ryzen 9,windows
4,1024,0,16.0,130500.0,asus,amd,ryzen 9,windows
4,1024,0,16.0,138990.0,asus,amd,ryzen 9,windows
4,1024,0,16.0,135990.0,asus,amd,ryzen 9,windows
4,1024,0,16.0,144990.0,asus,amd,ryzen 9,windows
4,1024,0,16.0,142990.0,asus,amd,ryzen 9,windows
8,512,0,14.0,57490.0,lenovo,amd,ryzen 5,dos
8,128,0,13.3,71378.6832,apple,intel,core i5,mac
8,128,0,13.3,47895.5232,apple,intel,core i5,mac
8,256,0,15.6,30636.0,hp,intel,core i5,no os
16,512,0,15.4,135195.336,apple,intel,core i7,mac
8,256,0,13.3,96095.808,apple,intel,core i5,mac
16,256,0,15.4,114017.6016,apple,intel,core i7,mac
8,256,0,13.3,61735.536,apple,intel,core i5,mac
16,512,0,14.0,79653.6,asus,intel,core i7,windows
8,256,0,14.0,41025.6,acer,intel,core i5,windows
4,0,500,15.6,20986.992,hp,intel,core i5,no os
4,0,500,15.6,18381.0672,hp,intel,core i3,no os
16,256,0,15.4,130001.6016,apple,intel,core i7,mac
4,256,0,15.6,26581.392,dell,intel,core i3,windows
8,256,0,12.0,67260.672,apple,intel,core,mac
8,256,0,13.3,80908.344,apple,intel,core i5,mac
8,256,0,15.6,39693.6,dell,intel,core i7,windows
8,0,1024,15.6,26586.72,lenovo,intel,core i3,no os
8,128,0,13.3,52161.12,dell,intel,core i5,windows
8,128,1024,15.6,53226.72,lenovo,intel,core i5,windows
8,256,0,13.3,43636.32,dell,intel,core i5,windows
8,256,0,15.6,35111.52,hp,intel,core i7,windows
4,0,1024,15.6,22305.1392,dell,intel,core i3,windows
8,128,0,13.3,58554.72,apple,intel,core i5,mac
8,256,0,15.6,42624.0,dell,intel,core i5,windows
8,512,0,15.6,69157.44,dell,intel,core i7,windows
8,0,1024,17.3,47738.88,hp,intel,core i5,windows
16,512,0,13.3,99580.32,dell,intel,core i7,windows
8,256,0,13.3,53173.44,apple,intel,core i5,mac
4,64,0,14.0,13266.72,lenovo,intel,core,windows
4,0,1024,15.6,19553.76,acer,intel,core i3,linux
8,128,1024,17.3,52161.12,dell,intel,core i5,windows
4,0,1024,15.6,26037.4032,hp,intel,core i5,windows
8,256,0,15.6,46833.12,hp,intel,core i5,windows
4,0,1024,15.6,20725.92,asus,intel,core i3,linux
16,256,1024,15.6,79866.72,dell,intel,core i7,windows
8,0,1024,15.6,27864.9072,asus,intel,core i5,linux
4,256,0,15.6,36336.96,acer,intel,core i5,windows
12,0,1024,17.3,53226.72,dell,intel,core i5,windows
8,256,0,13.3,75604.32,apple,intel,core i5,mac
8,256,1024,17.3,69210.72,asus,amd,ryzen 1700,windows
4,256,0,15.6,34045.92,dell,intel,core i5,windows
4,0,1024,17.3,24828.48,asus,intel,core,windows
8,256,0,15.6,44808.48,acer,intel,core i7,windows
8,512,0,13.3,58767.84,hp,intel,core i7,windows
4,0,1024,15.6,20459.52,acer,intel,core i3,windows
8,256,0,15.6,40908.384,dell,intel,core i7,windows
4,128,0,15.6,23389.92,hp,intel,core i3,windows
4,256,0,15.6,31232.2032,asus,intel,core i5,windows
16,256,2048,17.3,130482.72,msi,intel,core i7,windows
4,256,0,15.6,22111.2,asus,intel,core i3,linux
16,256,2048,17.3,69210.72,dell,intel,core i7,windows
8,256,0,14.0,46833.12,dell,intel,core i5,windows
8,256,0,14.0,31914.72,lenovo,intel,core i3,no os
8,256,0,14.0,50136.48,asus,intel,core i5,windows
8,256,0,15.6,36763.2,hp,intel,core i5,windows
16,512,0,15.6,105654.24,asus,intel,core i7,windows
4,0,500,15.6,23373.4032,hp,intel,core i3,windows
4,32,0,14.0,12201.12,hp,intel,core,windows
4,0,1024,15.6,29250.72,lenovo,intel,core i5,windows
12,0,1024,17.3,50562.72,asus,intel,core i7,linux
4,128,0,13.5,58021.92,microsoft,intel,core i5,windows s
64,256,0,13.3,50882.4,dell,intel,core i7,windows
8,256,0,15.6,46353.6,dell,intel,core i7,windows
8,128,1024,17.3,58341.6,msi,intel,core i5,windows
8,0,1024,14.0,20725.92,acer,intel,core i3,windows
8,0,1024,15.6,50562.72,asus,intel,core i7,windows
8,0,2048,15.6,27652.32,lenovo,intel,core i5,no os
8,128,1024,15.6,45554.4,dell,intel,core i7,windows
4,0,1024,15.6,28238.4,acer,intel,core i3,windows
8,128,1024,17.3,52054.56,hp,intel,core i5,windows
8,256,0,15.6,58403.4048,dell,intel,core i5,windows
8,512,0,12.0,80452.8,apple,intel,core i5,mac
8,256,0,14.0,45820.8,hp,intel,core i5,windows
16,128,1024,15.6,71874.72,dell,intel,core i7,windows
8,256,0,15.6,37242.72,hp,intel,core i7,windows
8,256,0,15.6,31914.1872,hp,intel,core i5,windows
16,128,1024,15.6,77202.72,asus,intel,core i7,windows
8,256,0,13.3,87858.72,dell,intel,core i7,windows
2,0,1024,15.6,36709.92,acer,intel,core i7,windows
16,512,0,13.3,63776.16,hp,intel,core i7,windows
8,256,0,15.6,63669.6,dell,intel,core i5,windows
8,256,0,14.0,55890.72,asus,intel,core i7,windows
8,256,0,13.3,45128.16,acer,intel,core i5,windows
8,0,1024,15.6,31962.672,dell,intel,core i7,linux
4,256,0,15.6,25840.8,dell,intel,core i3,linux
6,256,0,15.6,30742.56,asus,intel,core i3,windows
12,128,1024,15.6,66546.72,hp,intel,core i7,windows
8,256,0,15.6,38308.32,hp,intel,core i7,windows
8,0,1024,15.6,34472.16,dell,intel,core i5,linux
8,256,0,13.3,59620.32,hp,intel,core i7,windows
8,256,0,13.5,71395.2,microsoft,intel,core i5,windows s
6,256,0,14.0,35111.52,hp,intel,core i5,windows
4,0,1024,15.6,22105.872,lenovo,intel,core i3,windows
8,256,0,14.0,63563.04,asus,intel,core i7,windows
16,256,1024,15.6,69210.72,msi,intel,core i7,windows
8,256,0,14.0,78854.4,lenovo,intel,core i7,windows
16,256,1024,15.6,67239.36,asus,intel,core i7,windows
8,256,0,13.3,73473.12,dell,intel,core i7,windows
8,256,0,13.3,74538.72,lenovo,intel,core i5,windows
4,0,500,14.0,38468.16,hp,intel,core i5,windows
8,256,0,13.3,86793.12,dell,intel,core i5,windows
8,512,0,14.0,57755.52,hp,intel,core i7,windows
8,256,1024,15.6,60223.9824,dell,intel,core i7,windows
4,0,1024,17.3,30049.92,asus,intel,core i3,windows
8,256,0,15.6,59567.04,asus,intel,core i7,windows
6,0,1024,15.6,25521.12,acer,intel,core i3,windows
16,256,2048,15.6,119427.12,msi,intel,core i7,windows
8,256,0,15.6,33513.12,lenovo,intel,core i5,no os
16,512,0,17.3,67718.88,hp,intel,core i7,windows
8,0,1024,14.0,43263.36,hp,intel,core i5,windows
16,256,2048,17.3,74378.88,dell,intel,core i7,windows
8,256,0,17.3,49443.84,hp,intel,core i5,windows
8,0,1024,15.6,34045.3872,dell,intel,core i5,windows
4,0,1024,15.6,23922.72,dell,intel,core i3,windows
8,256,0,14.0,47099.52,acer,intel,core i7,windows
4,256,0,15.6,30476.16,acer,intel,core i3,windows
8,0,1024,15.6,31861.44,hp,intel,core i7,windows
8,256,0,14.0,52640.64,hp,intel,core i7,windows
4,0,1024,15.6,13445.7408,lenovo,intel,core,no os
8,128,1024,17.3,49976.64,asus,intel,core i5,windows
4,0,1024,15.6,26586.72,lenovo,intel,core i5,no os
4,256,0,13.3,37242.72,hp,intel,core i5,windows
4,0,1024,17.3,34898.4,acer,intel,core i3,windows
8,256,0,14.0,59461.5456,lenovo,intel,core i5,windows
8,256,0,15.6,46300.32,lenovo,intel,core i7,no os
4,0,500,15.6,32074.56,toshiba,intel,core i5,windows
8,256,0,14.0,58554.72,asus,intel,core i7,windows
8,512,0,12.5,107305.92,hp,intel,core,windows
4,0,1024,15.6,18328.32,asus,intel,core,windows
4,0,1024,15.6,23816.16,acer,intel,core i3,windows
16,512,0,15.6,66560.5728,dell,intel,core i7,windows
8,1024,0,15.6,47898.72,dell,intel,core i7,windows
4,128,0,15.6,26533.44,lenovo,intel,core i5,windows
16,256,1024,17.3,100699.2,msi,intel,core i7,windows
4,256,0,14.0,57648.96,hp,intel,core i5,windows
6,256,0,15.6,32980.32,hp,intel,core i5,windows
4,256,0,14.0,33513.12,lenovo,intel,core i3,windows
8,256,0,13.3,70063.2,asus,intel,core i5,windows
8,256,0,15.6,55890.72,dell,intel,core i7,windows
4,0,500,15.6,23816.16,toshiba,intel,core i3,windows
4,256,0,17.3,42890.4,acer,intel,core i5,windows
8,256,0,15.6,38787.84,dell,intel,core i5,windows
16,256,0,15.6,57489.12,lenovo,intel,core i7,windows
4,0,1024,15.6,18541.44,acer,intel,core,windows
16,256,1024,15.6,95850.72,msi,intel,core i7,windows
4,0,1024,15.6,19367.8128,acer,intel,core,windows
8,128,1024,15.6,56502.9072,dell,intel,core i7,windows
8,256,0,17.3,45501.12,acer,intel,core i5,windows
4,0,500,13.3,40173.12,hp,intel,core i5,windows
6,0,2048,17.3,37242.72,hp,intel,core i5,windows
4,0,500,15.6,26053.92,toshiba,intel,core i3,windows
8,256,0,17.3,49177.44,hp,intel,core i5,windows
8,0,1024,15.6,24455.52,dell,intel,core i3,windows
4,128,0,15.6,23922.72,acer,intel,core i3,windows
32,512,1024,18.4,149130.72,msi,intel,core i7,windows
8,128,1024,15.6,43316.64,lenovo,intel,core i5,windows
8,256,0,13.3,79866.72,hp,intel,core i5,windows
16,256,2048,15.6,55890.72,dell,intel,core i7,linux
8,256,0,13.3,74538.72,dell,intel,core i5,windows
16,512,0,13.9,98514.72,lenovo,intel,core i7,windows
8,128,0,15.6,42251.04,toshiba,intel,core i5,windows
16,512,0,17.3,82530.72,dell,intel,core i7,windows
16,512,0,15.6,127712.16,dell,intel,core i7,windows
8,256,0,15.6,41505.12,lenovo,intel,core i5,no os
8,256,0,13.3,52693.92,acer,intel,core i5,windows
8,128,1024,17.3,57808.8,dell,intel,core i7,windows
8,256,0,17.3,37189.44,lenovo,intel,core i5,no os
8,0,1024,13.3,44701.92,dell,intel,core i7,windows
8,0,1024,17.3,48697.92,hp,intel,core i5,windows
8,512,0,13.3,51095.52,hp,intel,core i5,windows
16,256,1024,17.3,73473.12,hp,intel,core i7,windows
8,256,0,17.3,55677.6,hp,intel,core i7,windows
16,512,1024,15.6,98301.6,dell,intel,core i7,windows
4,128,0,15.6,26267.04,lenovo,intel,core i5,windows
8,0,1024,15.6,39533.76,acer,intel,core i7,windows
16,512,1024,15.6,93186.72,lenovo,intel,core i7,windows
16,512,0,15.6,74485.44,lenovo,intel,core i7,no os
6,0,1024,15.6,23389.92,dell,intel,core i3,windows
8,256,0,13.3,103842.72,dell,intel,core i7,windows
8,256,0,13.3,77202.72,dell,intel,core i7,windows
8,0,1024,15.6,41505.12,acer,intel,core i7,linux
16,256,1024,17.3,74964.96,asus,intel,core i7,windows
4,0,500,15.6,18594.72,hp,intel,core i3,no os
8,256,0,15.6,29250.72,lenovo,intel,core i5,no os
8,256,0,13.3,49650.5664,dell,intel,core i7,windows
8,0,1024,17.3,31381.92,lenovo,intel,core i5,no os
8,256,0,14.0,54931.68,hp,intel,core i7,windows
8,256,0,14.0,61218.72,dell,intel,core i5,windows
16,512,0,13.3,68145.12,dell,intel,core i7,windows
8,256,0,15.6,36089.208,dell,intel,core i5,linux
8,256,0,14.0,47898.72,lenovo,intel,core i5,windows
8,256,0,13.3,72620.64,toshiba,intel,core i7,windows
8,0,1024,15.6,42304.32,hp,intel,core i5,windows
16,256,1024,17.3,130873.7952,dell,intel,core i7,windows
8,256,0,15.6,44328.96,acer,intel,core i7,windows
16,0,1024,15.6,45768.0528,dell,intel,core i7,windows
8,256,0,15.6,40972.32,asus,intel,core i5,windows
8,256,500,17.3,47472.48,asus,intel,core i5,windows
8,0,1024,15.6,67612.32,hp,intel,core i7,windows
4,0,1024,15.6,21258.1872,asus,intel,core i3,windows
16,256,1024,15.6,79866.72,lenovo,intel,core i7,windows
8,256,0,14.0,45767.52,dell,intel,core i5,windows
8,256,0,13.3,36709.92,acer,intel,core i5,windows
16,256,0,15.6,47898.72,dell,intel,core i7,linux
4,0,1024,15.6,20779.2,acer,intel,core i3,linux
8,256,0,15.6,45074.88,acer,intel,core i5,windows
8,128,0,15.6,31381.92,lenovo,intel,core i3,windows
8,128,1024,17.3,61005.6,asus,intel,core i7,windows
8,128,1024,17.3,47365.92,asus,intel,core i7,no os
8,256,0,15.6,46833.12,dell,intel,core i5,windows
8,256,0,13.9,57489.12,lenovo,intel,core i7,windows
8,128,2048,15.6,52480.8,dell,intel,core i7,windows
8,0,1024,15.6,29783.52,hp,intel,core i5,windows
4,0,500,13.3,35964.0,hp,intel,core i5,windows
8,512,0,13.3,108691.2,apple,intel,core i5,mac
8,0,1024,15.6,43636.32,dell,intel,core i7,windows
16,256,1024,17.3,95850.72,asus,intel,core i7,windows
8,512,0,13.9,98514.72,lenovo,intel,core i7,windows
4,256,0,17.3,37402.56,acer,intel,core i3,windows
8,256,0,13.3,50562.72,dell,intel,core i5,windows
16,0,1024,17.3,56423.52,hp,intel,core i7,windows
16,512,1024,17.3,133146.72,msi,intel,core i7,windows
8,512,0,15.6,90522.72,lenovo,intel,core i7,windows
8,128,1024,17.3,60845.76,dell,intel,core i7,windows
4,256,0,15.6,23656.32,lenovo,intel,core i3,no os
4,0,500,15.6,38468.16,hp,intel,core i5,windows
4,0,1024,15.6,35004.96,dell,intel,core i5,windows
8,0,1024,15.6,30103.2,dell,intel,core i5,windows
8,256,0,15.6,42570.72,dell,intel,core i5,windows
8,1024,0,13.3,79866.72,asus,intel,core i7,windows
8,0,1024,17.3,54239.04,hp,intel,core i7,windows
8,256,0,15.6,46886.4,lenovo,intel,core i7,windows
8,512,0,13.3,104370.192,apple,intel,core i5,mac
16,256,1024,17.3,82530.72,asus,amd,ryzen 1700,windows
8,256,0,15.6,39164.5296,dell,intel,core i7,linux
16,512,0,14.0,133146.72,lenovo,intel,core i7,windows
8,0,500,15.6,43263.36,toshiba,intel,core i7,windows
12,0,1024,15.6,37992.3696,dell,intel,core i7,windows
8,128,1024,17.3,58554.72,dell,intel,core i7,linux
8,0,1024,15.6,39693.6,acer,intel,core i7,windows
4,0,1024,17.3,26053.92,lenovo,intel,core i3,windows
8,0,2048,17.3,45234.72,lenovo,intel,core i7,no os
6,128,1024,17.3,45767.52,lenovo,intel,core i7,windows
4,0,1024,15.6,22803.84,dell,intel,core i3,linux
8,256,0,15.6,44169.12,lenovo,intel,core i5,windows
6,256,0,15.6,30849.12,lenovo,intel,core i5,windows
8,256,0,15.6,50669.28,acer,intel,core i7,windows
12,0,1024,15.6,35111.52,acer,intel,core i7,windows
8,256,0,15.6,58448.16,lenovo,intel,core i7,windows
8,256,0,15.6,52054.56,asus,intel,core i5,windows
16,256,1024,15.6,62817.12,lenovo,intel,core i7,windows
8,0,1024,15.6,35112.0528,lenovo,intel,core i7,no os
2,16,0,15.6,10602.72,acer,intel,core,chrome os
8,0,1024,17.3,63243.36,asus,intel,core i7,windows
8,0,1024,17.3,26053.92,hp,intel,core i3,windows
8,256,0,15.6,97449.12,dell,intel,core i7,windows
8,256,0,15.6,39373.92,lenovo,intel,core i5,windows
8,0,1024,15.6,69210.72,lenovo,intel,core i7,windows
8,256,0,15.6,52161.12,acer,intel,core i7,linux
16,512,0,15.6,78215.04,asus,intel,core i7,windows
4,128,0,14.0,27119.52,asus,intel,core i3,windows
16,256,1024,17.3,113060.16,asus,intel,core i7,windows
6,0,1024,17.3,34578.72,lenovo,intel,core i5,windows
8,0,2048,15.6,29250.72,lenovo,intel,core i5,no os
8,128,1024,15.6,67399.2,asus,intel,core i7,windows
4,0,1024,15.6,19180.2672,lenovo,intel,core,no os
16,256,0,13.3,105228.0,hp,intel,core i7,windows
8,256,0,15.6,55571.04,toshiba,intel,core i7,windows
8,128,1024,15.6,43636.32,lenovo,intel,core i5,windows
4,0,1024,15.6,24988.32,hp,intel,core i3,windows
8,256,0,13.3,53226.72,lenovo,intel,core i5,windows
16,1024,0,13.3,133146.72,dell,intel,core i7,windows
16,256,1024,15.6,111834.72,msi,intel,core i7,windows
2,32,0,11.6,14652.0,asus,intel,core,windows
8,128,1024,15.6,44968.32,dell,intel,core i5,windows
16,1024,0,13.3,130482.72,hp,intel,core i7,windows
4,16,0,13.3,24503.472,lenovo,intel,core,chrome os
8,256,0,14.0,52214.4,hp,intel,core i5,windows
4,128,0,11.6,25840.8,acer,intel,core,windows
8,256,0,14.0,68837.76,hp,intel,core i7,windows
4,0,1024,17.3,31381.92,lenovo,intel,core i5,windows
8,256,0,14.0,58288.32,asus,intel,core i7,windows
8,0,1024,15.6,48058.56,hp,intel,core i7,windows
4,32,0,14.0,15557.76,lenovo,intel,core,windows
6,0,1024,15.6,29250.72,acer,intel,core i5,windows
8,256,0,15.6,55938.672,asus,intel,core i7,windows
8,256,0,12.5,71128.8,hp,intel,core i7,windows
32,1024,0,15.6,140605.92,dell,intel,core i7,windows
8,256,1024,17.3,63882.72,msi,intel,core i7,windows
8,256,0,15.6,50243.04,toshiba,intel,core i5,windows
8,256,1024,14.0,71075.52,asus,intel,core i7,windows
4,0,1024,15.6,23922.72,lenovo,intel,core i3,windows
8,256,0,15.6,53226.72,asus,intel,core i7,windows
8,256,0,14.0,67559.04,hp,intel,core i5,windows
8,256,0,15.6,60952.32,hp,intel,core i5,windows
4,0,1024,15.6,14651.4672,asus,intel,core,linux
8,256,0,15.6,60885.72,dell,intel,core i5,windows
4,0,500,15.6,14646.672,dell,intel,core,linux
8,0,1024,15.6,38148.48,hp,intel,core i3,windows
16,512,0,13.9,111834.72,lenovo,intel,core i7,windows
8,256,0,13.3,84129.12,dell,intel,core i7,windows
16,256,2048,15.6,60153.12,lenovo,intel,core i7,windows
2,32,0,14.0,14865.12,hp,intel,core,windows
16,768,0,15.6,85672.1088,dell,intel,core i7,windows
4,32,0,11.6,19980.0,asus,intel,core,windows
8,0,1024,15.6,35324.64,dell,intel,core i5,windows
8,256,0,15.6,69477.12,hp,intel,core i7,windows
8,128,1024,17.3,75071.52,msi,intel,core i7,windows
8,256,0,15.6,92615.0256,hp,intel,core i7,windows
16,512,0,15.6,74751.84,toshiba,intel,core i7,windows
8,128,2048,15.6,51729.552,dell,intel,core i7,windows
4,0,1024,15.6,17155.6272,lenovo,intel,core,no os
8,0,1024,15.6,53226.72,dell,intel,core i5,windows
8,0,2048,15.6,29696.6736,dell,intel,core i5,windows
8,256,0,14.0,76030.56,dell,intel,core i5,windows
4,0,500,15.6,23389.92,hp,intel,core i3,windows
8,256,0,14.0,50349.6,asus,intel,core i5,windows
6,128,1024,17.3,38308.32,lenovo,intel,core i5,windows
8,0,1024,15.6,34045.92,hp,intel,core i5,windows
8,256,0,15.6,26586.72,lenovo,intel,core i3,no os
8,0,2048,15.6,20725.92,hp,intel,core,windows
8,128,1024,17.3,57808.8,dell,intel,core i5,windows
8,128,1024,15.6,43103.52,lenovo,intel,core i5,no os
8,256,0,15.6,47898.72,dell,intel,core i7,windows
8,256,0,14.0,93240.0,hp,intel,core i7,windows
12,512,2048,15.6,58554.72,asus,intel,core i7,windows
16,256,1024,17.3,117162.72,asus,amd,ryzen 1700,windows
8,256,0,13.3,46300.8528,dell,intel,core i7,windows
4,128,0,11.6,29463.84,lenovo,intel,core,windows
4,0,500,15.6,16463.52,dell,intel,core,windows
4,32,0,14.0,15238.08,asus,intel,core,windows
